DisruptionType,Severity,DelayMinutes,CapacityReduction,TotalStops,StopsLost,DistanceChange(KM),TimeChange(Hours),RecoveryEfficiency(%),MLRiskScore,MLRiskLevel
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.83,192,47,-19.5,-0.587,34.19,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.33,177,57,-19.52,-0.707,32.82,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.32,187,49,-20.58,-0.684,34.2,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,8.56,178,53,-21.02,-0.729,33.22,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,9.56,189,43,-18.82,-0.702,34.64,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.32,180,53,-18.2,-0.675,36.17,71,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,141,1,-7.43,-0.264,27.18,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,145,1,-7.83,-0.296,26.2,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,146,1,-8.72,-0.248,25.69,78,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,145,1,-8.5,-0.296,23.86,84,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,139,1,-7.36,-0.237,26.36,83,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,137,1,-7.53,-0.232,27.07,83,HIGH
ROAD_CLOSURE,HIGH,10.0,5.0,146,1,-8.53,-0.256,27.14,89,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,142,1,-8.91,-0.298,24.59,84,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,134,1,-9.18,-0.294,26.26,83,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,147,1,-7.64,-0.255,27.39,78,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,134,1,-6.94,-0.236,24.84,84,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,142,1,-7.0,-0.297,26.04,78,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,144,1,-7.85,-0.235,26.12,84,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,139,1,-8.31,-0.276,27.02,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,141,1,-8.44,-0.268,25.35,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,143,1,-8.35,-0.234,25.4,78,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,144,1,-7.31,-0.27,26.33,83,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,136,1,-7.28,-0.281,25.96,78,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,134,1,-8.53,-0.297,24.27,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,147,1,-8.01,-0.266,26.3,78,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,131,1,-4.45,-0.133,13.13,80,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,128,1,-3.82,-0.113,11.59,75,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,129,1,-3.69,-0.137,12.68,80,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,124,1,-3.84,-0.142,13.23,75,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,135,1,-4.22,-0.134,12.72,80,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,131,1,-3.81,-0.127,12.29,81,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,125,1,-4.05,-0.141,12.33,75,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,129,1,-4.52,-0.113,12.37,80,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,125,1,-3.53,-0.111,11.83,81,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,126,1,-4.38,-0.125,12.21,81,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,135,1,-4.47,-0.141,11.68,75,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,130,1,-4.07,-0.142,11.79,75,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,127,1,-3.98,-0.114,12.41,80,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,130,1,-3.89,-0.128,12.92,75,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,133,1,-4.42,-0.123,12.56,80,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,132,1,-3.84,-0.118,12.47,80,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,124,1,-4.18,-0.115,13.07,80,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,125,1,-3.54,-0.118,13.36,75,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,130,1,-3.98,-0.136,11.97,75,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,126,1,-3.56,-0.133,11.88,75,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,82,1,-1.9,-0.056,6.91,73,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,78,1,-1.88,-0.058,6.07,73,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,78,1,-1.98,-0.051,6.24,79,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,75,1,-1.86,-0.062,6.58,73,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,76,1,-1.61,-0.061,6.18,73,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,81,1,-1.62,-0.055,6.22,73,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,78,1,-1.84,-0.062,6.74,79,HIGH
ROAD_CLOSURE,HIGH,10.0,5.0,80,1,-1.84,-0.06,6.66,84,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,75,1,-1.82,-0.059,6.76,78,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,74,1,-1.7,-0.066,6.15,73,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,79,1,-1.5,-0.064,6.1,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,79,1,-1.79,-0.055,6.04,73,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,77,1,-1.82,-0.061,6.91,73,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,76,1,-1.9,-0.06,6.76,73,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,76,1,-1.97,-0.063,6.92,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,81,1,-1.64,-0.066,6.93,73,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,80,1,-1.62,-0.068,6.0,73,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,75,1,-1.98,-0.057,6.32,78,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,76,1,-1.65,-0.066,6.92,78,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,76,1,-1.56,-0.055,6.69,78,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,61,1,-0.86,-0.026,3.33,79,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,62,1,-0.86,-0.028,3.36,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,61,1,-1.05,-0.028,3.69,73,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,59,1,-0.89,-0.028,3.35,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,57,1,-0.98,-0.033,3.75,73,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,60,1,-1.0,-0.034,3.37,79,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,57,1,-0.92,-0.029,3.32,73,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,61,1,-1.04,-0.031,3.65,73,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,57,1,-0.81,-0.033,3.73,73,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,56,1,-0.84,-0.034,3.41,79,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,61,1,-0.98,-0.033,3.42,73,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,61,1,-0.97,-0.028,3.53,79,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,59,1,-0.85,-0.027,3.31,73,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,60,1,-0.85,-0.032,3.79,79,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,57,1,-0.85,-0.026,3.6,73,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,61,1,-1.05,-0.027,3.5,78,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,60,1,-0.89,-0.027,3.3,79,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,58,1,-0.98,-0.034,3.47,73,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,57,1,-0.9,-0.034,3.76,78,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,60,1,-1.03,-0.026,3.67,73,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,10.2,159,25,-25.81,-0.854,33.16,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.85,157,25,-25.22,-0.787,32.78,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,10.23,161,21,-26.33,-0.7,31.19,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.23,156,23,-23.48,-0.834,34.89,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,11.67,162,27,-24.37,-0.757,33.86,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,11.12,153,25,-23.07,-0.872,33.39,74,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,8.95,157,22,-25.35,-0.78,32.26,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.06,157,24,-23.97,-0.739,30.28,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.85,167,28,-22.22,-0.718,31.14,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.79,153,25,-25.45,-0.725,35.05,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,8.76,154,26,-22.97,-0.734,31.08,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,8.89,156,24,-23.79,-0.761,30.89,74,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.19,154,28,-24.8,-0.743,34.12,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.41,169,22,-21.59,-0.669,34.27,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,8.93,154,30,-26.46,-0.761,30.34,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,8.04,158,30,-25.09,-0.885,34.01,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.35,164,25,-26.79,-0.79,31.47,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,9.7,166,29,-25.61,-0.715,31.22,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,8.36,157,23,-20.3,-0.81,31.53,74,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.65,164,30,-25.28,-0.833,32.52,68,MEDIUM
TRAFFIC_DELAY,LOW,11.29,0.0,183,41,-13.56,-0.442,21.87,62,MEDIUM
TRAFFIC_DELAY,LOW,9.72,5.0,192,39,-11.02,-0.37,24.26,61,MEDIUM
TRAFFIC_DELAY,LOW,10.11,0.0,198,35,-12.95,-0.38,24.47,62,MEDIUM
TRAFFIC_DELAY,LOW,9.89,0.0,183,34,-12.97,-0.456,24.13,56,MEDIUM
TRAFFIC_DELAY,LOW,11.25,0.0,193,38,-11.14,-0.439,22.6,62,MEDIUM
TRAFFIC_DELAY,LOW,9.74,0.0,184,32,-12.21,-0.411,21.74,56,MEDIUM
TRAFFIC_DELAY,LOW,10.18,0.0,192,41,-13.78,-0.384,22.98,62,MEDIUM
TRAFFIC_DELAY,LOW,10.51,0.0,181,42,-13.04,-0.41,23.61,62,MEDIUM
TRAFFIC_DELAY,LOW,10.61,5.0,196,45,-12.63,-0.444,21.38,67,MEDIUM
TRAFFIC_DELAY,LOW,8.47,0.0,196,40,-11.28,-0.429,24.1,56,MEDIUM
TRAFFIC_DELAY,LOW,11.56,5.0,197,34,-11.03,-0.469,23.72,67,MEDIUM
TRAFFIC_DELAY,LOW,10.03,0.0,181,46,-14.07,-0.443,21.34,62,MEDIUM
TRAFFIC_DELAY,LOW,10.33,5.0,192,44,-11.4,-0.434,22.15,67,MEDIUM
TRAFFIC_DELAY,LOW,12.36,0.0,194,36,-12.98,-0.375,21.75,62,MEDIUM
TRAFFIC_DELAY,LOW,8.87,5.0,189,37,-12.34,-0.463,22.5,61,MEDIUM
TRAFFIC_DELAY,LOW,8.33,5.0,193,45,-13.69,-0.408,24.08,61,MEDIUM
TRAFFIC_DELAY,LOW,12.23,0.0,197,37,-13.03,-0.467,21.5,62,MEDIUM
TRAFFIC_DELAY,LOW,11.42,0.0,183,32,-11.91,-0.416,24.31,62,MEDIUM
TRAFFIC_DELAY,LOW,12.65,0.0,190,39,-11.09,-0.436,22.36,62,MEDIUM
TRAFFIC_DELAY,LOW,12.09,5.0,192,42,-11.7,-0.452,23.5,67,MEDIUM
TRAFFIC_DELAY,MEDIUM,24.55,0.0,136,0,-7.02,-0.304,24.6,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,27.19,0.0,136,0,-8.47,-0.303,26.59,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,22.77,0.0,138,1,-9.05,-0.267,25.28,65,MEDIUM
TRAFFIC_DELAY,MEDIUM,33.52,0.0,134,1,-7.52,-0.254,26.8,65,MEDIUM
TRAFFIC_DELAY,MEDIUM,25.52,5.0,147,0,-7.18,-0.237,26.51,67,MEDIUM
TRAFFIC_DELAY,MEDIUM,32.53,0.0,143,0,-8.16,-0.295,24.83,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,34.84,0.0,135,0,-7.76,-0.268,23.87,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,32.62,0.0,147,1,-7.8,-0.237,23.59,65,MEDIUM
TRAFFIC_DELAY,MEDIUM,27.49,0.0,146,0,-7.97,-0.255,25.24,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,29.29,5.0,136,0,-7.7,-0.289,25.93,67,MEDIUM
TRAFFIC_DELAY,MEDIUM,29.02,5.0,135,0,-8.76,-0.264,27.21,67,MEDIUM
TRAFFIC_DELAY,MEDIUM,31.92,0.0,145,1,-8.67,-0.254,25.25,65,MEDIUM
TRAFFIC_DELAY,MEDIUM,24.26,5.0,138,1,-8.15,-0.272,24.43,70,HIGH
TRAFFIC_DELAY,MEDIUM,24.89,0.0,141,1,-8.4,-0.297,27.13,65,MEDIUM
TRAFFIC_DELAY,MEDIUM,21.93,0.0,138,0,-7.54,-0.305,25.37,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,26.59,5.0,142,0,-8.4,-0.242,27.14,67,MEDIUM
TRAFFIC_DELAY,MEDIUM,22.9,0.0,144,1,-7.01,-0.303,27.21,65,MEDIUM
TRAFFIC_DELAY,MEDIUM,31.79,5.0,147,0,-9.09,-0.272,26.19,67,MEDIUM
TRAFFIC_DELAY,MEDIUM,34.65,0.0,147,0,-7.56,-0.308,25.78,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,30.47,0.0,138,0,-7.72,-0.274,26.41,62,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,154,8,-2.67,-0.079,6.52,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,165,9,-2.15,-0.071,7.44,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,157,7,-2.52,-0.083,6.93,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,155,10,-2.17,-0.073,6.63,75,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,154,9,-2.32,-0.071,6.86,74,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,165,8,-2.12,-0.081,7.07,73,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,160,8,-2.66,-0.081,6.52,73,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,157,8,-2.72,-0.081,7.37,68,MEDIUM
ROAD_CLOSURE,MEDIUM,10.0,0.0,154,9,-2.31,-0.079,6.97,74,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,166,9,-2.68,-0.087,6.73,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,152,10,-2.78,-0.072,7.21,75,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,153,9,-2.8,-0.068,7.39,68,MEDIUM
ROAD_CLOSURE,MEDIUM,5.0,0.0,155,9,-2.32,-0.089,6.45,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,153,8,-2.52,-0.069,6.56,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,164,9,-2.23,-0.079,6.49,68,MEDIUM
ROAD_CLOSURE,MEDIUM,5.0,0.0,164,9,-2.33,-0.087,7.03,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,154,9,-2.08,-0.074,7.36,68,MEDIUM
ROAD_CLOSURE,MEDIUM,5.0,0.0,161,9,-2.49,-0.072,6.5,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,158,9,-2.24,-0.084,6.52,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,165,10,-2.25,-0.082,6.85,75,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,149,8,-0.88,-0.027,3.08,71,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,153,7,-0.95,-0.034,2.95,68,MEDIUM
ROAD_CLOSURE,MEDIUM,10.0,0.0,157,8,-1.02,-0.033,3.28,74,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,164,7,-0.97,-0.03,3.07,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,150,8,-1.01,-0.032,2.93,68,MEDIUM
ROAD_CLOSURE,MEDIUM,10.0,0.0,160,6,-1.06,-0.026,2.99,74,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,150,7,-0.91,-0.03,3.05,73,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,161,6,-0.83,-0.034,3.14,73,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,158,6,-0.81,-0.031,2.95,74,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,159,7,-1.02,-0.029,3.15,74,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,157,7,-0.99,-0.034,3.2,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,162,8,-0.97,-0.026,2.95,68,MEDIUM
ROAD_CLOSURE,MEDIUM,5.0,5.0,152,8,-0.9,-0.03,2.89,73,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,159,8,-0.98,-0.03,3.17,74,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,149,6,-0.98,-0.032,3.33,65,MEDIUM
ROAD_CLOSURE,MEDIUM,10.0,0.0,160,8,-1.08,-0.027,3.02,74,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,152,7,-0.9,-0.031,3.13,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,150,7,-0.96,-0.027,3.21,68,MEDIUM
ROAD_CLOSURE,MEDIUM,0.0,0.0,158,8,-0.96,-0.028,3.18,68,MEDIUM
ROAD_CLOSURE,MEDIUM,10.0,0.0,163,7,-0.84,-0.029,3.0,74,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,10.4,172,41,-10.14,-0.307,33.56,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,9.27,168,35,-9.62,-0.368,31.31,69,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,9.45,176,35,-10.03,-0.375,32.42,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.35,172,38,-11.24,-0.393,34.16,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.29,173,36,-10.08,-0.327,32.27,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,10.38,180,42,-9.42,-0.396,31.91,72,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.07,167,36,-10.13,-0.349,35.19,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,9.24,180,38,-10.07,-0.342,33.88,66,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,10.26,180,44,-11.41,-0.407,36.15,72,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.52,171,34,-9.96,-0.403,32.32,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,8.1,168,36,-10.56,-0.345,35.71,69,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.72,174,48,-11.22,-0.393,31.43,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.13,170,45,-11.45,-0.41,33.03,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.86,170,40,-11.26,-0.384,32.89,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.58,171,45,-9.96,-0.35,32.39,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,9.48,184,45,-12.12,-0.397,31.94,66,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.15,178,48,-10.07,-0.394,31.42,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.5,170,38,-12.0,-0.399,34.95,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.78,176,44,-10.28,-0.36,34.33,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,9.22,169,34,-9.78,-0.307,33.3,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,6.75,180,41,-9.49,-0.365,29.38,66,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,6.3,171,37,-9.47,-0.366,33.34,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,5.27,177,39,-10.58,-0.343,30.67,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,6.25,169,34,-11.04,-0.363,32.14,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,5.93,170,38,-11.32,-0.295,30.2,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,5.78,178,40,-8.68,-0.376,32.0,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,6.31,185,40,-8.94,-0.377,31.54,66,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,6.11,176,42,-9.66,-0.316,30.39,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,4.88,176,30,-9.8,-0.287,30.65,69,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,6.39,171,36,-9.79,-0.322,32.51,69,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,6.36,176,34,-9.92,-0.306,32.35,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,6.59,174,32,-11.09,-0.306,28.75,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,5.29,182,34,-9.2,-0.281,33.13,72,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,5.2,175,30,-8.75,-0.352,33.2,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,6.03,169,33,-9.67,-0.342,32.19,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,7.0,178,30,-9.24,-0.355,30.06,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,5.89,181,38,-10.61,-0.361,32.95,66,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,4.88,177,35,-8.66,-0.36,30.28,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,6.09,173,42,-11.13,-0.29,32.13,63,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,5.58,168,41,-8.91,-0.282,33.08,63,MEDIUM
TRAFFIC_DELAY,LOW,18.69,0.0,177,24,-8.75,-0.279,21.87,59,MEDIUM
TRAFFIC_DELAY,LOW,13.44,0.0,180,26,-9.33,-0.366,24.07,62,MEDIUM
TRAFFIC_DELAY,LOW,15.28,0.0,173,32,-8.26,-0.301,22.27,59,MEDIUM
TRAFFIC_DELAY,LOW,12.48,0.0,168,31,-10.13,-0.299,22.37,59,MEDIUM
TRAFFIC_DELAY,LOW,16.96,0.0,172,30,-9.64,-0.279,24.59,59,MEDIUM
TRAFFIC_DELAY,LOW,17.7,5.0,182,26,-9.46,-0.292,21.62,67,MEDIUM
TRAFFIC_DELAY,LOW,15.02,0.0,172,30,-10.62,-0.291,22.22,59,MEDIUM
TRAFFIC_DELAY,LOW,14.08,5.0,171,30,-9.35,-0.329,23.69,64,MEDIUM
TRAFFIC_DELAY,LOW,14.6,5.0,177,30,-10.19,-0.334,21.76,64,MEDIUM
TRAFFIC_DELAY,LOW,11.91,0.0,172,24,-8.61,-0.363,21.96,59,MEDIUM
TRAFFIC_DELAY,LOW,18.52,0.0,170,22,-8.59,-0.31,24.56,59,MEDIUM
TRAFFIC_DELAY,LOW,16.98,0.0,181,27,-9.85,-0.318,22.9,62,MEDIUM
TRAFFIC_DELAY,LOW,15.96,0.0,178,23,-10.76,-0.36,24.35,59,MEDIUM
TRAFFIC_DELAY,LOW,17.31,0.0,178,30,-9.69,-0.336,24.49,59,MEDIUM
TRAFFIC_DELAY,LOW,17.44,0.0,171,30,-9.17,-0.285,21.91,59,MEDIUM
TRAFFIC_DELAY,LOW,13.5,5.0,180,32,-9.76,-0.323,23.9,67,MEDIUM
TRAFFIC_DELAY,LOW,12.7,0.0,173,30,-8.6,-0.283,24.34,59,MEDIUM
TRAFFIC_DELAY,LOW,16.38,0.0,174,22,-9.73,-0.354,23.78,59,MEDIUM
TRAFFIC_DELAY,LOW,11.9,0.0,183,22,-8.5,-0.301,21.53,62,MEDIUM
TRAFFIC_DELAY,LOW,11.3,0.0,177,24,-10.4,-0.305,21.61,59,MEDIUM
TRAFFIC_DELAY,MEDIUM,28.1,0.0,124,0,-3.02,-0.108,7.05,59,MEDIUM
TRAFFIC_DELAY,MEDIUM,32.08,0.0,134,1,-3.08,-0.113,6.96,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,21.8,5.0,123,0,-3.27,-0.113,7.38,64,MEDIUM
TRAFFIC_DELAY,MEDIUM,24.49,0.0,129,0,-2.99,-0.122,6.83,59,MEDIUM
TRAFFIC_DELAY,MEDIUM,29.58,0.0,134,1,-3.39,-0.121,6.95,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,27.72,5.0,133,0,-3.2,-0.104,7.55,64,MEDIUM
TRAFFIC_DELAY,MEDIUM,31.49,5.0,130,1,-3.56,-0.113,7.11,67,MEDIUM
TRAFFIC_DELAY,MEDIUM,20.8,0.0,128,0,-3.22,-0.094,6.8,59,MEDIUM
TRAFFIC_DELAY,MEDIUM,28.13,0.0,125,1,-3.39,-0.109,7.47,62,MEDIUM
TRAFFIC_DELAY,MEDIUM,21.77,0.0,124,0,-3.25,-0.094,7.16,59,MEDIUM
TRAFFIC_DELAY,MEDIUM,27.42,0.0,135,0,-3.38,-0.12,7.07,59,MEDIUM
TRAFFIC_DELAY,MEDIUM,27.48,0.0,128,1,-3.45,-0.116,7.31,62,MEDIUM
